input_text,outcome
"IPC Sections: 302, 120B, 307, 109. The appellant, Hari Mohan Mandal, was convicted under Section 307 for attempted murder for stabbing Janardhan Mandal (PW-1) during an altercation over husking paddy. The High Court upheld the conviction. The Supreme Court examined whether Section 307 IPC was rightly applied, considering the lack of premeditation. The court upheld the conviction but reduced the sentence from life imprisonment to five years.","Judgment against the petitioner. 

Case Law References:
1. State of Maharashtra v. Balram Bama Patil and Ors. (1983 (2) SCC 28)
2. R. Prakash v. State of Karnataka (2004 (2) Supreme 78)
3. Sarju Prasad v. State of Bihar (AIR 1965 SC 843)"
"IPC Sections 302, 34. The appellants were convicted under Section 302 read with Section 34 of the IPC by the Allahabad High Court, overturning the trial court's acquittal, for the murder of Harnam Singh. The incident stemmed from a long-standing dispute between the families. The Supreme Court upheld the High Court's decision, finding no merit in the arguments challenging the credibility of the prosecution witnesses or the High Court's analysis.","Judgment against the petitioners. Case law references: 1. Girish Yadav and Ors. v. State of Madhya Pradesh, JT (1996) 3 SC 615, 2. Dalip Singh and Ors. v. The State of Punjab, AIR (1953) SC 364, 3. Masalti and Ors. v. State of U.P., AIR (1965) SC 202"
"IPC Section 120-B, Explosive Substances Act, 1908 Sections 4 and 5, Explosives Act, 1884 Section 9-B, TADA Act Section 5: Durga Prasad Gupta was found guilty of possessing explosives without a license, intending them for terrorist activities. Police seized a large quantity of explosives from his residence, and he confessed to the crime. He was convicted under TADA Act and Explosives Act. The court upheld the conviction, stating that conscious possession was established and the confessional statement was admissible as evidence.","Judgment against petitioner.

1.  Superintendent & Remembrancer of Legal Affairs, West Bengal v. Anil Kumar Bhunia and Ors., AIR (1980) SC 52
2.  Gunwantlal v. The State of M.P., AIR (1972) SC 1756
3.  S.N. Dube v. N.B. Bhoir and Ors., [2000] 2 SCC 254"
"IPC Sections: 364, 302, 323, 34. The appellants, Narain Singh and Hamir Singh, were convicted by the Trial Court for abduction and murder of Kaushal Singh, stemming from a property dispute. The High Court acquitted two other accused but upheld the appellants' conviction based on a dying declaration and a supposed motive. The Supreme Court questioned the dying declaration's reliability, discrepancies in witness testimonies, and medical evidence, ultimately doubting the prosecution's case.","Judgment in favor of the petitioner. 

Case Law References:
1.  Section 32(1) of the Indian Evidence Act, 1872
2.  There is no evidence to establish kidnapping and/or murder to attract Section 364 IPC and Section 302 IPC.
3.  PW-7 himself did not support prosecution version in this regard."
"IPC Sections: 302 (murder), 120B (criminal conspiracy), 148 (rioting, being armed with a deadly weapon), 326 (voluntarily causing grievous hurt by dangerous weapons or means), 324 (voluntarily causing hurt by dangerous weapons or means). The appellants were accused of conspiring to murder the deceased due to political and personal rivalries. The trial court convicted some of the accused under Section 302. The High Court modified the convictions, finding some guilty under Sections 326 and 324 and upholding the conviction of one under Section 302.","Judgment: The Supreme Court partly allowed the appeal for A-1 and A-4, reducing their sentence under Section 326 IPC to 5 years. The appeals for A-2 and A-3 were dismissed.

Case Law References:
1.  Guru Charan Singh and Another v. State of Punjab (AIR 1956 SC 460)
2.  Sucha Singh and Another v. State of Punjab (2003 (5) Supreme 445)
3.  Narain v. State of M.P. (2004 (2) SCC 455)"
"The case involves the murder of Ram Anugrah Singh in 1969, allegedly due to political rivalry. The appellant, Ram Udgar Singh, was charged under Section 302 IPC and Sections 25A and 27 of the Arms Act. The prosecution alleged that the appellant shot the deceased. The trial court convicted the appellant, while acquitting other co-accused. The High Court upheld the conviction. The Supreme Court appeal challenges the conviction based on inconsistencies in evidence and the acquittal of other accused.","Judgment against the petitioner.

1.  Gangadhar Behera and Ors. v. State of Orissa (2002 (8) SCC 381): Affirms that relationship doesn't affect a witness's credibility, and courts should carefully analyze evidence when false implication is alleged.
2.  Masalti and Ors. v. State of U.P. (AIR 1965 SC 202): States that evidence from partisan witnesses should not be rejected solely on that ground; a cautious approach is needed.
3.  Gurucharan Singh and Anr. v. State of Punjab ( AIR 1956 SC 460): Affirms that acquittal of some accused doesn't necessitate acquittal of others, allowing differentiation based on evidence."
"IPC Sections: 341 (wrongful restraint), 302 (murder), 201 (causing disappearance of evidence of offence), and 506 (criminal intimidation). N. Somashekar was accused of causing the death of K. Sathyadev at a swimming pool. The trial court acquitted Somashekar, but the High Court reversed the decision, convicting him under Sections 304 Part II (culpable homicide not amounting to murder) and 201 IPC. Somashekar appealed to the Supreme Court, but died during the appeal. His legal representatives were brought on record.","Judgment against the petitioner. The Supreme Court upheld the High Court's conviction, finding the evidence credible and the High Court justified in its decision. However, considering the death of the accused, the Supreme Court reduced the fine to Rs. 50,000. 

Case Law References:
1. The State of Assam v. Jilkadar Ali [AIR 1972 SC 2166]
2. Vishwanath v. The State of Uttar Pradesh [AIR 1960 SC 67]
3. Not available"
"Not available, no IPC sections mentioned. This case involves Tessta Setalvad and another appellant challenging observations made by the Gujarat High Court that cast aspersions on their credibility as human rights activists. The High Court made these observations while dealing with an appeal related to the ""Best Bakery case."" The Supreme Court addresses whether the High Court inappropriately made adverse remarks against individuals not party to the case.","Judgment in favor of the petitioner. Case law references supporting the outcome:
1. Ishwari Prasad Misra v. Mohd. Isa [AIR 1963 SC 1728]
2. K.P. Tiwari v. State of M.P. [1994 Suppl.(1) SCC 540]
3. Braj Kishore Thakur v. Union of India & Ors.[ 1997(4) SCC 65]"
"The case pertains to an order of detention under Section 3(1)(i) of the Conservation of Foreign Exchange and Prevention of Smuggling Activities Act, 1974, against Smt. Ratnamala for possession of contraband articles. The detenu's father filed a habeas corpus petition challenging the detention. The High Court quashed the detention order based on unexplained delay in considering the representation made to the President of India. The Union of India appealed, arguing suppression of fact and improper review by the High Court. The detenu argued that she served almost full detention period.","Judgment in favor of the Petitioner (Union of India). Though the detenu had served most of the detention period, the Supreme Court addressed the issues raised. The court held the High Court should not have quashed the detention order in review because the detenu misrepresented the facts. The court also observed representation to president does not mean automatic relief unless genuine effort to reach designated authority.

Case Law References:
1.  Smt. Ichhu Devi v. Union of India (AIR 1980 SC 1983)
2.  Vijay Narain Singh v. State of Bihar (AIR 1984 SC 1334)
3.  R. Keshava v. M.B. Prakash and Ors. (2001 (2) SCC 145)"
"Sections 16(1)(a)(i) and 13(2) of the Prevention of Food Adulteration Act, 1954, and Rule 18 of the Prevention of Food Adulteration Rules, 1955. The State appealed against the High Court's judgment affirming the trial court's acquittal of the accused for allegedly selling adulterated 'Shakkar'. The key issues were the validity of the sanction order and compliance with Rule 18 regarding the separate dispatch of the seal impression and memo to the Public Analyst. The Supreme Court allowed the appeal, overturning the acquittal of accused no. 1.","Judgment in favor of petitioner.

1.  N. Sukumaran Nair v. Food Inspector, Mavelikara (1997 (9) SCC 101): This case was cited within the judgment itself to support the view that compliance with Rule 18 is crucial and that the Public Analyst's report is ex facie evidence.
2.  State of Maharashtra v. Rajkaran (1987 Supp. SCC 183): This case was referred to in the judgment and highlights the mandatory nature of sending materials as outlined in Rules 17 and 18 separately to the Public Analyst.
3. Section 114 of the Indian Evidence Act, 1872: Presumption under this section applies to the report of a Public Analyst in relation to regular performance of official acts."
